District_Name,UnitName,FIR_YEAR,FIR_MONTH,Unnamed: 4,FIR_Day,FIR Type,FIR_Stage,Complaint_Mode,CrimeGroup_Name,CrimeHead_Name,Latitude,Longitude,ActSection,Unnamed: 14,KGID,Internal_IO,Place of Offence,Distance from PS,Beat_Name,Village_Area_Name,Accused Count,Arrested Male,Arrested Female,"Arrested Count	No.",Accused_ChargeSheeted Count,Conviction Count,Unit_ID
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),16.1793224,75.6999315,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1270757,124000015,"TALLIKERI VILLAGE, TALLIKERI VILLAGE",SOUTH FROM PS 8 KM,RURAL BEAT NO 6,SULEBAVI,19,0,0,0,19,0,1245
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),16.1028536,75.8638013,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1270757,124000015,"BENAL VILLAGE, BENAL VILLAGE",WEST FROM PS 10 KM,RURAL BEAT NO 13,KAMATAGI,12,0,0,0,12,0,1245
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),16.02679,75.883537,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1270757,124000015,"RAMTHAL VILLAGE, RAMTHAL VILLAGE",SOUTH FROM PS 10 KM,RURAL BEAT NO 3,AIHOLE,7,0,0,0,7,0,1245
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),16.02679,75.883537,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1270757,124000015,"NIMBALAGUNDI VILLAGE, NIMBALAGUNDI VILLAGE",SOUTH FROM PS 10,RURAL BEAT NO 3,AIHOLE,11,0,0,0,11,0,1245
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Karnataka Excise Act 1965,16.1793224,75.6999315,"KARNATAKA EXCISE ACT, 1965 U/s: 34,32 ",,1898733,42900007,"SULEBAVI VILLAGE DURGA TEMPAL NEAR PUBLIC PLECE, SULEBAVI VILLAGE DURGA TEMPAL NEAR PUBLIC PLECE",SOUTH FROM PS 1 KM,RURAL BEAT NO 6,SULEBAVI,1,0,0,0,1,0,1245
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Karnataka Excise Act 1965,16.0978944,75.9479244,"KARNATAKA EXCISE ACT, 1965 U/s: 34,32 ",,1898733,42900007,"HIREMAGI VILLAGE IN FRONT ACCESED HOUSE, HIREMAGI VILLAGE IN FRONT ACCESED HOUSE",NORTH FROM PS 8 KM,RURAL BEAT NO 16,MADAPUR,1,0,0,0,1,0,1245
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Karnataka Excise Act 1965,16.0978944,75.9479244,"KARNATAKA EXCISE ACT, 1965 U/s: 34,32 ",,1018998,188800009,"MADAPUR VILLAGE  DURGADEVI TEMPAL PUBLIC PLECA, MADAPUR VILLAGE  DURGADEVI TEMPAL PUBLIC PLECA",NORTH FROM PS 7 KM,RURAL BEAT NO 16,MADAPUR,1,0,0,0,1,0,1245
Bagalkot,Amengad PS,2016,2,,11,Non Heinous,Pending Trial,Sue-moto by Police,Karnataka State Local Act,Karnataka Excise Act 1965,16.02679,75.883537,"KARNATAKA EXCISE ACT, 1965 U/s: 34,32 ",,1018998,188800009,"KALLIGUDDA  MULLUR ROAD DABA, KALLIGUDDA  MULLUR ROAD DABA",NORTH FROM PS 15 KM,RURAL BEAT NO 3,AIHOLE,1,0,0,0,1,0,1245
Bagalkot,Amengad PS,2016,2,,12,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),15.6652841,76.1061162,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1270757,124000015,"MURUDI VILLAGE, MURUDI VILLAGE",SOUTH FROM PS TOWARDS 18 KM,OP RURAL BEAT NO 28,DAMMUR,16,0,0,0,16,0,1245
Bagalkot,Amengad PS,2016,2,,12,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),16.0978944,75.9479244,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1270757,124000015,"HIREMAGI VILLAGE, HIREMAGI VILLAGE",NORTH FROM PS TOWARDS 8 KM,RURAL BEAT NO 16,MADAPUR,7,0,0,0,7,0,1245
Bagalkot,Amengad PS,2016,2,,12,Non Heinous,BoundOver,Sue-moto by Police,CrPC,Security For Good Behaviour (Sec 107 ),16.1793224,75.6999315,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1270757,124000015,"KELUR VILLAGE, KELUR VILLAGE",SOUTH FROM PS TOWARDS 10 KM,GUDUR OP BEAT NO 24,UPANAL,8,0,0,0,8,0,1245
Bagalkot,Amengad PS,2016,2,,12,Non Heinous,Convicted,Written,ELECTION,Other Elected Bodies,16.1028536,75.8638013,"IPC 1860 U/s: 188,171E ",,1898733,42900007,"BENAL VILLAGE, BENAL VILLAGE",WEST FROM PS TOWARDS 12 KM,RURAL BEAT NO 13,KAMATAGI,1,1,0,1,1,1,1245
Bagalkot,Amengad PS,2016,2,,13,Non Heinous,Pending Trial,Written, REPRESENTATION OF PEOPLE ACT 1951 & 1988,Other Elected Bodies,16.1793224,75.6999315,"REPRESENTATION OF PEOPLE ACT, 1950,1951,1989 U/s: 133 ",,1898733,42900007,"SULEBHAVI VILLAGE, SULEBHAVI VILLAGE",SOUTH FROM PS TOWARDS 3 KM,RURAL BEAT NO 6,SULEBAVI,1,1,0,1,1,0,1245
Bagalkot,Amengad PS,2016,2,,15,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,Other Roads,16.1793224,75.6999315,"IPC 1860 U/s: 304(A),338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 181,3 ",,1820048,97500025,"CHILLAPUR VILLAGE TIPPANNA SUDI IN FRONT HOUSE, CHILLAPUR VILLAGE TIPPANNA SUDI IN FRONT HOUSE",SOUTH FROM PS 8 KM,RURAL BEAT NO 6,SULEBAVI,1,1,0,1,1,0,1245
Bagalkot,Amengad PS,2016,2,,17,Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS FATAL,National Highways,16.0553525,75.953146,"IPC 1860 U/s: 304(A),279 ",,1820048,97500025,"AMD TO HND SH-20 ROAD PATTANASETTI PUMP NEAR, AMD TO HND SH-20 ROAD PATTANASETTI PUMP NEAR",WEST FROM PS 1 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,1,1,0,1,1,0,1245
Bagalkot,Amengad PS,2016,2,,24,Non Heinous,Dis/Acq,Written,MOLESTATION,Other Places,16.0978944,75.9479244,"IPC 1860 U/s: 324,323,504,506,354(B) ",,1898733,42900007,"INFRONT OF COMPLAINANT HOUSE HULAGINAL VILLAGE, INFRONT OF COMPLAINANT HOUSE HULAGINAL VILLAGE",NORTH FROM PS TOWARDS 3 KM,RURAL BEAT NO 16,MADAPUR,1,1,0,1,1,0,1245
Bagalkot,Amengad PS,2016,2,,25,Non Heinous,Convicted,Written,POCSO,Others,16.02679,75.883537,"IPC 1860 U/s: 354,506,354(A) PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012 U/s: 8,18 IPC 1860 U/s: 511 ",,1898733,42900007,"HUVINAHALLI VILLAGE ACCUSED HOUSE ROOF, HUVINAHALLI VILLAGE ACCUSED HOUSE ROOF",WEST FROM PS 15 KM,RURAL BEAT NO 3,AIHOLE,1,1,0,1,1,1,1245
Bagalkot,Amengad PS,2016,2,,25,Non Heinous,Pending Trial,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,Other Places,16.1793224,75.6999315,"IPC 1860 U/s: 338,337,279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,181,3,146 ",,1898733,42900007,"BADAMI TO GUDUR ROAD NEAR BHIMANAGAD VILLAGE, BADAMI TO GUDUR ROAD NEAR BHIMANAGAD VILLAGE",SOUTH FROM PS 20 KM,GUDUR OP BEAT NO 24,UPANAL,1,0,0,0,1,0,1245
Bagalkot,Amengad PS,2016,3,,1,Non Heinous,Pending Trial,Written,Karnataka State Local Act,Mmdr (Mines & Minerals Regulation Development) Act 1957,16.1028536,75.8638013,"IPC 1860 U/s: 379 MMDR (MINES AND MINERALS REGULATION OF DEVELOPMENT) ACT 1957 U/s: 21,4(1A),4(1) ",,1332599,123600010,"BENAL VILLAGE BASANAGOUDA  GOUDAR FILIED, BENAL VILLAGE BASANAGOUDA  GOUDAR FILIED",WEST FROM PS 9 KM,RURAL BEAT NO 13,KAMATAGI,2,2,0,2,2,0,1245
Bagalkot,Amengad PS,2016,3,,5,Non Heinous,Traced,Written,MISSING PERSON,Women,16.0553525,75.953146,IPC 1860 U/s: 00MP ,,1898733,42900007,"AMINAGADA BUS STAND, AMINAGADA BUS STAND",WEST FROM  PS 500MM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,1245
Bagalkot,Amengad PS,2016,3,,6,Non Heinous,Pending Trial,Written,MOLESTATION,Other Places,16.02679,75.883537,"IPC 1860 U/s: 324,323,149,148,147,504,341,506,354(B),342 ",,1898733,42900007,"VICTEM AND ACCUSED LAND NIMBALAGUNDI VILLAGE AREA, VICTEM AND ACCUSED LAND NIMBALAGUNDI VILLAGE AREA",SOUTH FROM PS 9 KM,RURAL BEAT NO 3,AIHOLE,6,3,3,6,6,0,1245
Bagalkot,Amengad PS,2016,3,,7,Non Heinous,Pending Trial,Written,CASES OF HURT,Simple Hurt ,16.02679,75.883537,"IPC 1860 U/s: 323,504,506 ",,1898733,42900007,"NIMBALGUNDI VILLAGE AREA NAGAPPA KENDUR LAND, NIMBALGUNDI VILLAGE AREA NAGAPPA KENDUR LAND",SOUTH FROM PS 9 KM,RURAL BEAT NO 3,AIHOLE,1,0,0,0,1,0,1245
Bagalkot,Amengad PS,2016,3,,7,Non Heinous,False Case,Written,MOLESTATION,Other Places,16.0978944,75.9479244,"IPC 1860 U/s: 324,323,447,149,504,506,354(B) ",,1898733,42900007,"COMPLAINANT IN HOUSE   HIREMAGI  VILLAGE, COMPLAINANT IN HOUSE   HIREMAGI  VILLAGE",NORTH FROM PS 8 KM,RURAL BEAT NO 16,MADAPUR,5,0,0,0,0,0,1245
Bagalkot,Amengad PS,2016,3,,7,Non Heinous,Pending Trial,Written,MOLESTATION,Other Places,16.0978944,75.9479244,"IPC 1860 U/s: 324,323,447,149,147,143,504,506,354(B) ",,1898733,42900007,"COMPLAINANT IN  HOUSE HIREMAGI  VILLAGE, COMPLAINANT IN  HOUSE HIREMAGI  VILLAGE",SOUTH FROM PS 8 KM,RURAL BEAT NO 16,MADAPUR,7,4,3,7,5,0,1245
Bagalkot,Amengad PS,2016,3,,10,Non Heinous,Other Disposal,Written,CrPC,Security For Good Behaviour (Sec 107 ),16.02679,75.883537,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1022878,124900010,"KALLIGUDDA VILLAGE ACCUSED  LAND, KALLIGUDDA VILLAGE ACCUSED  LAND",SOUTH FROM PS 9 KM,RURAL BEAT NO 3,AIHOLE,8,0,0,0,8,0,1245
Bagalkot,Amengad PS,2016,3,,10,Non Heinous,BoundOver,Written,CrPC,Security For Good Behaviour (Sec 107 ),16.0978944,75.9479244,"CODE OF CRIMINAL PROCEDURE, 1973 U/s: 107 ",,1022878,124900010,"HIREMAGI VILLAGE IN FRONT OF ACCUSED HOUSE, HIREMAGI VILLAGE IN FRONT OF ACCUSED HOUSE",NORTH FROM PS 9 KM,RURAL BEAT NO 16,MADAPUR,13,0,0,0,13,0,1245
Bagalkot,Amengad PS,2016,3,,11,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Gambling - Matka (78 Class C),16.1028536,75.8638013,"KARNATAKA POLICE ACT, 1963 U/s: 78(III) ",,1270757,124000015,"KAMATAGI VILLAGE NEAR GANDI CHOUK PUBLIC PALCE, KAMATAGI VILLAGE NEAR GANDI CHOUK PUBLIC PALCE",WEST FORM PS 15 KM,RURAL BEAT NO 13,KAMATAGI,1,1,0,1,1,0,1245
Bagalkot,Amengad PS,2016,3,,13,Heinous,Dis/Acq,Written,POCSO,Rape,16.1028536,75.8638013,"PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012 U/s: 8,4 IPC 1860 U/s: 376(2)(I),109,147,366(A),149,363,366 PROTECTION OF CHILDREN FROM SEXUAL OFFENCES ACT 2012 U/s: 6 ",,1820048,97500025,"BASU ILAL FIELD K.KALLAPUR, BASU ILAL FIELD K.KALLAPUR",WEST FROM PS TOWARDS 16 KM,RURAL BEAT NO 13,KAMATAGI,5,3,0,3,5,0,1245
Bagalkot,Amengad PS,2016,3,,22,Non Heinous,Pending Trial,Written,FORGERY,Other Forgery,16.0553525,75.953146,"IPC 1860 U/s: 468,465,419 ",,1898733,42900007,"AMINAGAD BUS STAND, AMINAGAD BUS STAND",WEST FORM PS 500 MM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,1,1,0,1,1,0,1245
Bagalkot,Amengad PS,2016,3,,28,Non Heinous,Undetected,Written,MOTOR VEHICLE ACCIDENTS NON-FATAL,State Highways,16.0553525,75.953146,"IPC 1860 U/s: 279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 187 ",,1898733,42900007,"AMINAGAD BAGALKOT SH -20 ROAD NEAR BANATHIKOLL, AMINAGAD BAGALKOT SH -20 ROAD NEAR BANATHIKOLL",WEST FROM PS 3 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,0,0,0,0,0,0,1245
Bagalkot,Amengad PS,2016,3,,29,Non Heinous,Convicted,Sue-moto by Police,KARNATAKA POLICE ACT 1963,Street Gambling (87),16.1793224,75.6999315,"KARNATAKA POLICE ACT, 1963 U/s: 87 ",,1270757,124000015,"SULEBAVI VILLAGE RESHME DEPT  FRONT PUBLIC PLACE, SULEBAVI VILLAGE RESHME DEPT  FRONT PUBLIC PLACE",SOUTH FROM 2 KM,RURAL BEAT NO 6,SULEBAVI,8,8,0,8,8,0,1245
Bagalkot,Amengad PS,2016,3,,31,Heinous,Abated,Written,MOTOR VEHICLE ACCIDENTS FATAL,State Highways,16.0553525,75.953146,"IPC 1860 U/s: 304(A),279 INDIAN MOTOR VEHICLES ACT, 1988 U/s: 196,181,3,146 ",,1820048,97500025,"AMINAGAD NEAR KURI BAZAR, AMINAGAD NEAR KURI BAZAR",EAST FROM  PS 1 KM,AMINAGAD TOWN BEAT NO 1,AMINAGAD,1,0,0,0,1,0,1245
